type_propriete,quartier,arrondissement,capacite_accueil,salle_de_bain,chambres,lits,prix,nb_commentaires,note_moyenne,nb_mois_en_activite
Complète,Popincourt,75011,2,1.0,1.0,1.0,65.0,12,96.0,47.0
Complète,Observatoire,75014,6,1.5,3.0,2.0,180.0,76,91.0,93.0
Complète,Temple,75003,3,1.0,1.0,2.0,167.0,36,93.0,62.0
Complète,Popincourt,75011,4,1.0,1.0,1.0,68.0,61,97.0,92.0
Complète,Buttes-Chaumont,75019,2,1.0,1.0,1.0,32.0,31,88.0,46.0
Complète,Passy,75016,2,1.0,,1.0,60.0,70,92.0,100.0
Complète,Palais-Bourbon,75007,2,1.0,1.0,1.0,66.0,45,92.0,86.0
Complète,Popincourt,75011,3,1.0,1.0,3.0,400.0,490,84.0,106.0
Complète,Reuilly,75012,2,1.0,1.0,1.0,65.0,179,92.0,100.0
Complète,Louvre,75001,4,1.0,1.0,1.0,190.0,85,98.0,90.0
Complète,Popincourt,75011,2,1.0,1.0,1.0,90.0,1,100.0,0.0
Complète,Entrepôt,75010,2,1.0,,1.0,95.0,32,93.0,98.0
Complète,Buttes-Montmartre,75018,7,2.0,4.0,3.0,80.0,7,97.0,37.0
Complète,Bourse,75002,3,1.0,1.0,1.0,322.0,49,96.0,76.0
Complète,Bourse,75002,2,1.0,1.0,1.0,129.0,52,100.0,91.0
Complète,Entrepôt,75010,4,1.0,1.0,3.0,74.0,58,89.0,86.0
Complète,Opéra,75009,2,1.0,1.0,1.0,50.0,1,,0.0
Complète,Opéra,75009,6,2.0,3.0,3.0,190.0,40,97.0,79.0
Complète,Popincourt,75011,3,1.0,2.0,2.0,120.0,57,97.0,93.0
Complète,Buttes-Montmartre,75018,6,1.5,3.0,5.0,160.0,72,97.0,97.0
Complète,Entrepôt,75010,2,1.0,1.0,1.0,165.0,6,100.0,68.0
Complète,Ménilmontant,75020,2,1.0,1.0,3.0,55.0,10,91.0,14.0
Complète,Hôtel-de-Ville,75004,3,1.0,1.0,2.0,131.0,41,98.0,92.0
Complète,Bourse,75002,2,1.0,,2.0,28.0,170,85.0,91.0
Complète,Observatoire,75014,7,2.0,3.0,4.0,150.0,2,100.0,62.0
Complète,Passy,75016,4,1.0,,1.0,115.0,0,,
Complète,Hôtel-de-Ville,75004,4,1.0,2.0,2.0,68.0,7,91.0,38.0
Complète,Popincourt,75011,3,2.0,2.0,2.0,155.0,23,98.0,106.0
Complète,Panthéon,75005,3,2.0,2.0,0.0,257.0,7,83.0,51.0
Complète,Buttes-Montmartre,75018,4,1.0,1.0,3.0,72.0,4,93.0,64.0
Complète,Buttes-Montmartre,75018,4,1.0,1.0,2.0,80.0,125,91.0,101.0
Chambre privée,Vaugirard,75015,2,1.0,1.0,1.0,150.0,62,99.0,84.0
Complète,Bourse,75002,4,1.0,1.0,1.0,110.0,122,87.0,88.0
Complète,Temple,75003,2,1.0,1.0,1.0,115.0,98,96.0,67.0
Complète,Palais-Bourbon,75007,2,1.0,1.0,1.0,210.0,0,,
Complète,Vaugirard,75015,4,1.0,3.0,3.0,180.0,7,99.0,12.0
Complète,Hôtel-de-Ville,75004,4,2.0,2.0,2.0,400.0,101,98.0,54.0
Complète,Buttes-Montmartre,75018,2,1.0,1.0,1.0,73.0,10,100.0,36.0
Complète,Vaugirard,75015,2,1.0,1.0,1.0,95.0,24,95.0,80.0
Complète,Passy,75016,4,1.0,1.0,2.0,149.0,52,86.0,91.0
Chambre privée,Buttes-Montmartre,75018,1,1.0,1.0,1.0,28.0,52,89.0,6.0
Complète,Buttes-Montmartre,75018,2,1.0,1.0,1.0,69.0,105,95.0,90.0
Complète,Ménilmontant,75020,4,1.0,1.0,1.0,55.0,48,88.0,72.0
Complète,Buttes-Montmartre,75018,3,1.0,1.0,1.0,150.0,3,87.0,3.0
Complète,Panthéon,75005,2,1.0,1.0,3.0,146.0,130,98.0,71.0
Complète,Buttes-Chaumont,75019,6,1.0,3.0,5.0,160.0,13,95.0,36.0
Complète,Reuilly,75012,6,1.0,2.0,4.0,170.0,23,90.0,79.0
Complète,Temple,75003,4,1.0,2.0,2.0,230.0,82,93.0,92.0
Complète,Ménilmontant,75020,7,2.0,4.0,5.0,220.0,39,97.0,66.0
Complète,Entrepôt,75010,7,2.0,4.0,4.0,290.0,48,97.0,89.0
Complète,Popincourt,75011,2,1.0,1.0,1.0,79.0,16,96.0,62.0
Complète,Entrepôt,75010,2,1.0,1.0,1.0,50.0,0,,
Complète,Batignolles-Monceau,75017,6,1.0,2.0,3.0,140.0,4,72.0,1.0
Complète,Popincourt,75011,2,1.0,1.0,1.0,100.0,113,97.0,91.0
Chambre privée,Popincourt,75011,2,1.5,1.0,1.0,45.0,150,93.0,100.0
Complète,Buttes-Chaumont,75019,6,1.5,3.0,2.0,85.0,9,96.0,84.0
Complète,Popincourt,75011,6,1.0,3.0,4.0,199.0,50,95.0,79.0
Complète,Reuilly,75012,2,1.0,1.0,1.0,80.0,35,93.0,102.0
Complète,Panthéon,75005,2,1.0,,0.0,85.0,21,96.0,91.0
Complète,Buttes-Montmartre,75018,2,1.0,1.0,1.0,90.0,32,91.0,91.0
Complète,Temple,75003,2,1.0,,1.0,98.0,20,97.0,89.0
Complète,Popincourt,75011,4,1.0,2.0,2.0,80.0,39,90.0,58.0
Complète,Ménilmontant,75020,2,1.0,1.0,1.0,64.0,37,96.0,92.0
Complète,Temple,75003,1,1.0,1.0,1.0,54.0,44,91.0,68.0
Complète,Temple,75003,4,1.0,1.0,1.0,100.0,0,,
Complète,Batignolles-Monceau,75017,8,2.0,4.0,5.0,599.0,30,94.0,78.0
Complète,Temple,75003,5,1.0,1.0,2.0,140.0,134,92.0,90.0
Complète,Entrepôt,75010,3,1.5,1.0,2.0,68.0,255,97.0,105.0
Complète,Vaugirard,75015,2,1.0,1.0,1.0,99.0,20,99.0,50.0
Complète,Reuilly,75012,3,1.0,1.0,1.0,62.0,20,90.0,56.0
Complète,Opéra,75009,4,1.0,1.0,2.0,150.0,125,93.0,93.0
Complète,Hôtel-de-Ville,75004,6,1.0,3.0,4.0,220.0,72,98.0,91.0
Complète,Popincourt,75011,3,1.0,1.0,1.0,76.0,20,93.0,43.0
Complète,Entrepôt,75010,4,1.0,2.0,3.0,130.0,50,93.0,79.0
Chambre privée,Buttes-Montmartre,75018,2,1.0,1.0,1.0,50.0,0,,
Complète,Ménilmontant,75020,6,1.5,2.0,3.0,80.0,4,100.0,27.0
Complète,Observatoire,75014,2,1.0,1.0,1.0,60.0,11,96.0,39.0
Complète,Temple,75003,2,1.0,1.0,2.0,150.0,132,97.0,89.0
Complète,Temple,75003,2,1.0,1.0,1.0,98.0,12,87.0,30.0
Complète,Opéra,75009,5,1.0,3.0,3.0,320.0,30,97.0,89.0
Complète,Luxembourg,75006,2,1.0,1.0,1.0,100.0,44,97.0,73.0
Complète,Popincourt,75011,2,1.0,1.0,1.0,59.0,16,95.0,78.0
Complète,Entrepôt,75010,6,1.0,2.0,4.0,120.0,46,97.0,95.0
Complète,Palais-Bourbon,75007,3,1.0,1.0,1.0,125.0,86,90.0,91.0
Complète,Ménilmontant,75020,4,1.0,2.0,2.0,45.0,48,93.0,74.0
Complète,Entrepôt,75010,3,1.0,1.0,1.0,60.0,2,100.0,31.0
Complète,Opéra,75009,4,1.0,1.0,0.0,120.0,23,95.0,92.0
Complète,Hôtel-de-Ville,75004,3,1.0,1.0,2.0,165.0,5,70.0,63.0
Complète,Gobelins,75013,3,1.0,1.0,0.0,120.0,43,88.0,87.0
Complète,Entrepôt,75010,5,1.0,3.0,3.0,240.0,142,95.0,90.0
Complète,Batignolles-Monceau,75017,4,1.0,1.0,2.0,75.0,207,89.0,96.0
Complète,Ménilmontant,75020,4,1.5,2.0,2.0,80.0,4,90.0,49.0
Complète,Entrepôt,75010,2,1.0,1.0,1.0,133.0,197,97.0,99.0
Complète,Reuilly,75012,2,1.0,1.0,1.0,83.0,20,88.0,30.0
Complète,Popincourt,75011,2,1.0,1.0,2.0,50.0,100,87.0,96.0
Complète,Gobelins,75013,3,1.0,1.0,2.0,90.0,115,96.0,100.0
Complète,Observatoire,75014,4,1.0,3.0,3.0,193.0,10,100.0,77.0
Complète,Buttes-Montmartre,75018,2,1.0,,1.0,90.0,148,97.0,83.0
Complète,Popincourt,75011,2,1.5,1.0,2.0,83.0,112,97.0,91.0
Complète,Popincourt,75011,7,2.0,5.0,7.0,180.0,58,96.0,92.0
Complète,Entrepôt,75010,2,1.0,1.0,1.0,110.0,120,96.0,92.0
Chambre privée,Buttes-Chaumont,75019,2,1.5,1.0,1.0,80.0,345,98.0,90.0
Complète,Buttes-Chaumont,75019,4,1.0,2.0,2.0,99.0,66,88.0,75.0
Chambre privée,Reuilly,75012,6,1.5,1.0,2.0,60.0,0,,
Chambre privée,Ménilmontant,75020,2,1.0,1.0,1.0,37.0,141,87.0,103.0
Complète,Buttes-Montmartre,75018,4,1.0,1.0,2.0,55.0,130,91.0,92.0
Complète,Panthéon,75005,3,1.0,,1.0,120.0,118,90.0,64.0
Complète,Popincourt,75011,5,1.0,3.0,3.0,100.0,56,93.0,90.0
Complète,Reuilly,75012,4,1.0,1.0,2.0,100.0,84,93.0,64.0
Complète,Ménilmontant,75020,2,1.0,1.0,1.0,50.0,0,,
Complète,Vaugirard,75015,3,1.0,2.0,2.0,109.0,0,,
Complète,Hôtel-de-Ville,75004,7,2.0,5.0,5.0,741.0,92,92.0,85.0
Complète,Observatoire,75014,4,1.0,2.0,3.0,183.0,0,,
Complète,Panthéon,75005,6,1.5,2.0,4.0,120.0,160,93.0,91.0
Complète,Temple,75003,2,1.0,1.0,1.0,55.0,11,88.0,26.0
Complète,Buttes-Montmartre,75018,2,1.0,1.0,1.0,113.0,1,,0.0
Complète,Popincourt,75011,2,1.0,1.0,1.0,65.0,179,92.0,86.0
Complète,Luxembourg,75006,4,1.0,,2.0,98.0,128,94.0,101.0
Complète,Opéra,75009,5,1.0,2.0,3.0,155.0,0,,
Complète,Popincourt,75011,2,1.0,1.0,1.0,70.0,108,89.0,90.0
Complète,Popincourt,75011,5,2.0,3.0,4.0,120.0,5,80.0,21.0
Complète,Vaugirard,75015,2,1.5,1.0,1.0,79.0,44,94.0,68.0
Complète,Buttes-Chaumont,75019,2,1.0,,1.0,75.0,5,96.0,84.0
Complète,Ménilmontant,75020,2,1.0,1.0,2.0,90.0,13,100.0,90.0
Complète,Hôtel-de-Ville,75004,6,1.0,2.0,4.0,95.0,232,91.0,55.0
Complète,Popincourt,75011,3,1.0,1.0,1.0,30.0,0,,
Complète,Entrepôt,75010,2,1.0,1.0,1.0,69.0,48,98.0,96.0
Complète,Luxembourg,75006,2,1.0,1.0,1.0,130.0,97,91.0,90.0
Complète,Buttes-Montmartre,75018,2,1.0,1.0,2.0,82.0,30,100.0,88.0
Chambre privée,Opéra,75009,2,1.0,1.0,1.0,39.0,0,,
Complète,Panthéon,75005,4,1.0,1.0,2.0,120.0,0,,
Complète,Buttes-Montmartre,75018,2,1.0,1.0,1.0,50.0,10,97.0,33.0
Complète,Entrepôt,75010,3,1.0,2.0,2.0,138.0,9,93.0,85.0
Complète,Popincourt,75011,3,1.0,1.0,2.0,78.0,22,95.0,81.0
Complète,Passy,75016,6,2.0,3.0,3.0,300.0,7,97.0,73.0
Complète,Temple,75003,2,1.0,1.0,1.0,90.0,30,99.0,60.0
Complète,Buttes-Chaumont,75019,5,2.0,3.0,3.0,100.0,6,90.0,16.0
Complète,Ménilmontant,75020,6,1.5,2.0,5.0,120.0,5,90.0,29.0
Complète,Bourse,75002,2,1.0,1.0,1.0,110.0,26,98.0,67.0
Complète,Observatoire,75014,4,1.0,1.0,0.0,120.0,88,96.0,92.0
Chambre privée,Vaugirard,75015,2,1.0,1.0,1.0,54.0,10,66.0,92.0
Complète,Popincourt,75011,5,2.0,3.0,3.0,330.0,80,98.0,88.0
Complète,Entrepôt,75010,2,1.0,1.0,1.0,50.0,12,90.0,43.0
Complète,Hôtel-de-Ville,75004,2,1.0,1.0,1.0,160.0,48,96.0,33.0
Complète,Reuilly,75012,4,1.0,1.0,0.0,94.0,15,99.0,49.0
Complète,Buttes-Montmartre,75018,2,1.0,1.0,1.0,52.0,10,80.0,9.0
Complète,Passy,75016,5,2.0,3.0,3.0,357.0,0,,
Complète,Buttes-Montmartre,75018,2,1.0,1.0,1.0,100.0,8,100.0,52.0
Complète,Vaugirard,75015,3,1.0,,2.0,70.0,249,94.0,90.0
Chambre privée,Panthéon,75005,1,1.0,1.0,1.0,41.0,153,95.0,93.0
Complète,Bourse,75002,5,1.0,1.0,4.0,180.0,368,96.0,95.0
Complète,Popincourt,75011,4,1.0,2.0,6.0,175.0,7,97.0,67.0
Complète,Passy,75016,4,1.0,2.0,2.0,195.0,24,98.0,86.0
Complète,Observatoire,75014,6,1.0,2.0,4.0,109.0,24,88.0,89.0
Complète,Vaugirard,75015,2,1.0,,1.0,100.0,164,96.0,90.0
Complète,Gobelins,75013,14,1.0,3.0,2.0,98.0,1,100.0,0.0
Complète,Opéra,75009,4,2.0,2.0,2.0,266.0,32,99.0,84.0
Complète,Entrepôt,75010,2,1.0,1.0,1.0,79.0,79,98.0,90.0
Complète,Buttes-Chaumont,75019,5,1.0,4.0,4.0,110.0,32,97.0,85.0
Complète,Hôtel-de-Ville,75004,6,1.0,2.0,3.0,276.0,152,93.0,86.0
Complète,Hôtel-de-Ville,75004,6,1.5,4.0,1.0,250.0,81,96.0,80.0
Complète,Passy,75016,2,1.0,1.0,1.0,90.0,4,73.0,16.0
Complète,Bourse,75002,6,1.0,2.0,3.0,170.0,32,92.0,60.0
Complète,Luxembourg,75006,3,1.0,1.0,1.0,78.0,22,92.0,84.0
Complète,Entrepôt,75010,2,1.0,1.0,1.0,51.0,16,81.0,31.0
Complète,Batignolles-Monceau,75017,2,1.0,1.0,1.0,60.0,92,97.0,97.0
Complète,Entrepôt,75010,2,1.0,1.0,2.0,70.0,19,87.0,4.0
Complète,Popincourt,75011,4,1.0,1.0,1.0,50.0,102,95.0,97.0
Complète,Buttes-Montmartre,75018,3,1.0,1.0,2.0,60.0,2,98.0,1.0
Complète,Entrepôt,75010,4,2.0,2.0,2.0,135.0,5,93.0,18.0
Complète,Popincourt,75011,2,1.0,1.0,1.0,88.0,5,100.0,34.0
Complète,Bourse,75002,2,1.0,1.0,1.0,150.0,50,94.0,99.0
Complète,Luxembourg,75006,2,1.0,1.0,1.0,80.0,2,100.0,0.0
Complète,Buttes-Montmartre,75018,2,1.0,1.0,1.0,70.0,11,95.0,88.0
Complète,Temple,75003,2,1.0,1.0,1.0,300.0,23,98.0,87.0
Complète,Bourse,75002,4,1.0,1.0,3.0,72.0,4,93.0,101.0
Chambre privée,Entrepôt,75010,1,1.0,1.0,2.0,40.0,74,96.0,69.0
Complète,Buttes-Montmartre,75018,2,1.0,1.0,0.0,45.0,117,90.0,94.0
Complète,Ménilmontant,75020,4,1.0,1.0,2.0,90.0,62,99.0,54.0
Complète,Reuilly,75012,4,1.0,2.0,2.0,90.0,4,90.0,16.0
Complète,Passy,75016,4,2.0,2.0,2.0,420.0,17,100.0,89.0
Complète,Popincourt,75011,2,1.0,1.0,1.0,65.0,4,85.0,33.0
Complète,Opéra,75009,4,1.0,1.0,2.0,106.0,39,86.0,41.0
Complète,Bourse,75002,2,1.0,1.0,1.0,55.0,7,92.0,21.0
Chambre privée,Panthéon,75005,4,1.0,1.0,1.0,87.0,131,86.0,91.0
Complète,Entrepôt,75010,7,3.0,4.0,5.0,250.0,9,82.0,38.0
Complète,Hôtel-de-Ville,75004,2,1.0,,2.0,129.0,322,95.0,92.0
Complète,Panthéon,75005,4,1.0,1.0,0.0,130.0,28,92.0,83.0
Complète,Reuilly,75012,2,1.0,1.0,2.0,95.0,15,89.0,65.0
Chambre privée,Ménilmontant,75020,3,1.0,1.0,1.0,40.0,77,98.0,84.0
Complète,Temple,75003,2,1.0,1.0,1.0,119.0,11,98.0,15.0
Complète,Buttes-Montmartre,75018,4,1.0,,2.0,58.0,34,96.0,68.0
Complète,Ménilmontant,75020,4,1.0,1.0,2.0,38.0,3,100.0,29.0
Complète,Entrepôt,75010,4,1.0,2.0,2.0,116.0,1,40.0,0.0
Complète,Ménilmontant,75020,2,1.0,1.0,1.0,50.0,8,98.0,8.0
Complète,Vaugirard,75015,2,1.0,1.0,1.0,60.0,24,93.0,34.0
Complète,Vaugirard,75015,4,1.0,1.0,1.0,120.0,51,93.0,58.0
Complète,Gobelins,75013,4,1.0,2.0,0.0,120.0,20,96.0,66.0
Complète,Popincourt,75011,2,1.0,2.0,1.0,79.0,52,91.0,48.0
Complète,Entrepôt,75010,4,1.0,2.0,2.0,70.0,5,96.0,16.0
Complète,Palais-Bourbon,75007,4,1.0,1.0,1.0,160.0,0,,
Complète,Buttes-Chaumont,75019,3,1.0,1.0,2.0,150.0,3,93.0,16.0
Complète,Opéra,75009,2,1.0,1.0,1.0,100.0,10,96.0,86.0
Complète,Buttes-Chaumont,75019,2,1.0,1.0,1.0,70.0,0,,
Complète,Batignolles-Monceau,75017,7,2.0,4.0,6.0,440.0,112,98.0,89.0
Complète,Passy,75016,2,1.5,1.0,1.0,69.0,0,,
Complète,Hôtel-de-Ville,75004,2,1.0,1.0,1.0,85.0,22,96.0,37.0
Complète,Entrepôt,75010,2,1.0,1.0,1.0,45.0,16,88.0,62.0
Complète,Entrepôt,75010,3,1.0,1.0,2.0,300.0,0,,
Complète,Buttes-Montmartre,75018,2,1.0,1.0,1.0,30.0,2,60.0,7.0
Complète,Vaugirard,75015,2,1.0,1.0,1.0,150.0,92,98.0,85.0
Complète,Buttes-Montmartre,75018,4,1.0,1.0,2.0,60.0,27,91.0,85.0
Complète,Ménilmontant,75020,3,1.0,1.0,2.0,50.0,2,100.0,1.0
Complète,Temple,75003,3,1.0,2.0,0.0,110.0,84,97.0,91.0
Complète,Gobelins,75013,7,2.0,4.0,4.0,285.0,55,100.0,86.0
Complète,Popincourt,75011,2,1.0,1.0,0.0,69.0,4,85.0,20.0
Complète,Hôtel-de-Ville,75004,2,1.0,,1.0,88.0,8,94.0,35.0
Chambre privée,Observatoire,75014,2,1.0,1.0,2.0,55.0,7,92.0,80.0
Complète,Temple,75003,3,1.0,1.0,2.0,65.0,17,94.0,56.0
Complète,Buttes-Chaumont,75019,4,1.0,1.0,2.0,60.0,6,93.0,85.0
Complète,Buttes-Chaumont,75019,4,2.0,2.0,4.0,100.0,12,92.0,60.0
Chambre privée,Passy,75016,2,1.0,1.0,1.0,54.0,172,90.0,53.0
Complète,Opéra,75009,2,1.0,1.0,1.0,69.0,117,94.0,104.0
Chambre privée,Buttes-Montmartre,75018,1,1.0,1.0,1.0,35.0,3,100.0,15.0
Chambre privée,Ménilmontant,75020,2,1.0,1.0,2.0,55.0,23,94.0,51.0
Complète,Popincourt,75011,4,1.0,1.0,3.0,114.0,109,93.0,78.0
Complète,Bourse,75002,3,1.0,1.0,2.0,135.0,79,91.0,81.0
Complète,Panthéon,75005,3,1.0,,3.0,60.0,5,92.0,2.0
Complète,Palais-Bourbon,75007,2,1.0,1.0,1.0,100.0,40,99.0,89.0
Complète,Palais-Bourbon,75007,3,1.5,1.0,3.0,192.0,87,98.0,91.0
Complète,Vaugirard,75015,2,1.0,1.0,1.0,90.0,47,98.0,97.0
Complète,Gobelins,75013,3,1.0,2.0,2.0,60.0,4,100.0,25.0
Chambre privée,Bourse,75002,1,1.0,1.0,2.0,50.0,214,91.0,78.0
Complète,Buttes-Montmartre,75018,4,1.0,2.0,3.0,180.0,4,100.0,71.0
Complète,Opéra,75009,3,1.0,1.0,3.0,110.0,55,93.0,89.0
Complète,Temple,75003,2,1.0,1.0,1.0,68.0,11,97.0,10.0
Complète,Ménilmontant,75020,4,1.0,1.0,2.0,90.0,14,98.0,78.0
Complète,Buttes-Montmartre,75018,3,1.0,1.0,2.0,49.0,14,89.0,25.0
Complète,Opéra,75009,2,1.0,1.0,1.0,90.0,10,82.0,16.0
Chambre privée,Reuilly,75012,2,1.0,1.0,1.0,58.0,170,98.0,91.0
Complète,Popincourt,75011,4,1.0,2.0,3.0,103.0,15,93.0,37.0
Complète,Entrepôt,75010,4,1.0,2.0,2.0,250.0,24,93.0,55.0
Complète,Popincourt,75011,3,1.0,1.0,1.0,75.0,44,90.0,40.0
Complète,Popincourt,75011,4,1.0,1.0,2.0,100.0,120,97.0,84.0
Complète,Panthéon,75005,4,1.0,1.0,1.0,89.0,11,82.0,47.0
Complète,Ménilmontant,75020,3,1.0,1.0,2.0,50.0,13,89.0,49.0
Complète,Buttes-Montmartre,75018,6,1.0,3.0,3.0,190.0,28,92.0,85.0
Complète,Buttes-Montmartre,75018,4,1.0,2.0,3.0,100.0,11,100.0,33.0
Complète,Popincourt,75011,1,1.0,1.0,1.0,45.0,8,100.0,14.0
Complète,Buttes-Montmartre,75018,4,1.0,1.0,0.0,95.0,1,100.0,0.0
Complète,Reuilly,75012,2,1.0,1.0,1.0,50.0,30,94.0,60.0
Complète,Temple,75003,6,1.0,3.0,3.0,230.0,88,98.0,88.0
Complète,Buttes-Montmartre,75018,2,1.0,1.0,1.0,45.0,22,95.0,101.0
Complète,Buttes-Montmartre,75018,2,1.0,1.0,1.0,40.0,4,100.0,60.0
Complète,Bourse,75002,4,1.0,2.0,2.0,115.0,103,92.0,96.0
Complète,Buttes-Montmartre,75018,2,1.0,1.0,1.0,65.0,0,,
Complète,Buttes-Montmartre,75018,2,1.0,1.0,1.0,35.0,2,,1.0
Complète,Entrepôt,75010,2,1.0,1.0,1.0,69.0,63,90.0,77.0
Complète,Ménilmontant,75020,6,1.0,2.0,3.0,105.0,15,98.0,43.0
Complète,Observatoire,75014,2,1.0,,1.0,45.0,397,92.0,103.0
Complète,Passy,75016,2,1.0,1.0,1.0,60.0,138,91.0,100.0
Complète,Opéra,75009,2,1.0,1.0,1.0,110.0,39,99.0,65.0
Chambre privée,Bourse,75002,2,1.0,1.0,1.0,55.0,51,90.0,40.0
Complète,Buttes-Montmartre,75018,2,1.0,1.0,1.0,48.0,7,89.0,92.0
Complète,Popincourt,75011,2,1.0,2.0,3.0,60.0,0,,
Complète,Reuilly,75012,2,1.5,1.0,1.0,290.0,20,95.0,33.0
Chambre privée,Buttes-Chaumont,75019,2,1.0,1.0,1.0,45.0,22,83.0,31.0
Complète,Popincourt,75011,4,1.0,2.0,0.0,83.0,21,98.0,76.0
Complète,Popincourt,75011,6,1.0,4.0,0.0,160.0,27,97.0,71.0
Complète,Popincourt,75011,6,2.0,3.0,4.0,155.0,3,91.0,11.0
Complète,Entrepôt,75010,2,1.5,1.0,1.0,140.0,44,96.0,95.0
Complète,Luxembourg,75006,2,1.0,1.0,1.0,89.0,13,88.0,97.0
Complète,Buttes-Montmartre,75018,4,1.0,1.0,2.0,50.0,131,95.0,90.0
Complète,Buttes-Chaumont,75019,11,2.0,4.0,11.0,250.0,59,95.0,89.0
Complète,Buttes-Montmartre,75018,9,2.5,4.0,5.0,380.0,91,98.0,82.0
Complète,Hôtel-de-Ville,75004,2,1.0,1.0,1.0,69.0,156,90.0,96.0
Complète,Observatoire,75014,4,1.0,2.0,0.0,80.0,8,97.0,70.0
Complète,Opéra,75009,4,1.0,2.0,2.0,350.0,16,97.0,84.0
Complète,Popincourt,75011,3,1.0,1.0,2.0,100.0,232,94.0,91.0
Complète,Reuilly,75012,2,1.0,1.0,1.0,62.0,13,93.0,92.0
Complète,Passy,75016,5,2.0,3.0,3.0,230.0,0,,
Chambre privée,Observatoire,75014,1,1.0,1.0,1.0,40.0,19,91.0,103.0
Complète,Popincourt,75011,2,1.0,1.0,1.0,140.0,82,96.0,61.0
Complète,Popincourt,75011,2,1.0,1.0,1.0,65.0,4,100.0,9.0
Complète,Hôtel-de-Ville,75004,3,1.0,1.0,1.0,88.0,21,100.0,53.0
Complète,Buttes-Montmartre,75018,2,1.0,1.0,1.0,50.0,6,100.0,42.0
Complète,Popincourt,75011,4,1.0,1.0,2.0,57.0,75,94.0,94.0
Complète,Batignolles-Monceau,75017,4,1.0,1.0,1.0,160.0,23,94.0,57.0
Complète,Opéra,75009,2,1.0,1.0,1.0,90.0,9,89.0,4.0
Complète,Panthéon,75005,5,1.0,1.0,4.0,190.0,222,98.0,90.0
Complète,Buttes-Montmartre,75018,4,1.0,1.0,2.0,100.0,0,,
Complète,Ménilmontant,75020,4,1.0,1.0,2.0,58.0,1,100.0,0.0
Complète,Reuilly,75012,7,1.0,2.0,2.0,150.0,58,97.0,87.0
Complète,Opéra,75009,2,1.0,1.0,1.0,80.0,10,89.0,61.0
Complète,Élysée,75008,2,1.0,1.0,1.0,67.0,33,88.0,40.0
Complète,Batignolles-Monceau,75017,10,4.0,4.0,4.0,250.0,8,91.0,16.0
Complète,Ménilmontant,75020,6,1.0,2.0,2.0,90.0,9,98.0,56.0
Complète,Popincourt,75011,4,1.0,2.0,3.0,95.0,42,98.0,72.0
Complète,Ménilmontant,75020,4,1.0,1.0,1.0,75.0,0,,
Complète,Ménilmontant,75020,2,1.0,1.0,1.0,40.0,56,88.0,48.0
Chambre privée,Reuilly,75012,3,1.0,1.0,2.0,80.0,25,92.0,30.0
Complète,Hôtel-de-Ville,75004,2,1.0,1.0,1.0,110.0,179,94.0,91.0
Complète,Entrepôt,75010,2,1.0,1.0,1.0,72.0,113,98.0,73.0
Complète,Popincourt,75011,2,1.0,1.0,1.0,80.0,69,95.0,94.0
Complète,Buttes-Montmartre,75018,6,1.0,3.0,3.0,500.0,35,95.0,86.0
Complète,Luxembourg,75006,2,1.0,1.0,1.0,95.0,70,94.0,87.0
Complète,Temple,75003,3,1.0,1.0,2.0,120.0,71,97.0,91.0
Complète,Buttes-Chaumont,75019,6,1.0,3.0,4.0,135.0,12,97.0,82.0
Complète,Passy,75016,6,1.0,2.0,2.0,120.0,7,89.0,19.0
Complète,Popincourt,75011,3,1.0,2.0,3.0,90.0,9,100.0,22.0
Complète,Gobelins,75013,2,1.0,1.0,2.0,42.0,4,87.0,39.0
Complète,Hôtel-de-Ville,75004,4,2.0,2.0,0.0,200.0,117,95.0,60.0
Complète,Bourse,75002,3,1.0,1.0,1.0,95.0,0,,
Complète,Entrepôt,75010,2,1.0,1.0,1.0,99.0,28,92.0,71.0
Complète,Buttes-Montmartre,75018,2,1.0,1.0,1.0,55.0,13,92.0,25.0
Complète,Hôtel-de-Ville,75004,2,1.0,1.0,1.0,100.0,5,96.0,14.0
Complète,Entrepôt,75010,4,1.0,1.0,1.0,50.0,4,65.0,63.0
Chambre privée,Observatoire,75014,2,1.0,1.0,1.0,29.0,10,94.0,33.0
Complète,Entrepôt,75010,2,1.0,1.0,1.0,65.0,44,98.0,96.0
Complète,Popincourt,75011,4,1.0,2.0,0.0,125.0,94,95.0,89.0
Chambre privée,Ménilmontant,75020,1,1.0,1.0,1.0,40.0,0,,
Complète,Popincourt,75011,2,1.0,1.0,1.0,80.0,14,100.0,34.0
Complète,Entrepôt,75010,3,1.0,1.0,1.0,65.0,59,94.0,75.0
Complète,Opéra,75009,2,1.5,1.0,2.0,90.0,13,98.0,79.0
Complète,Entrepôt,75010,4,1.0,1.0,2.0,50.0,7,89.0,20.0
Complète,Temple,75003,5,1.0,3.0,3.0,70.0,2,90.0,0.0
Complète,Vaugirard,75015,2,1.0,1.0,1.0,100.0,0,,
Complète,Opéra,75009,2,1.0,1.0,1.0,108.0,23,96.0,87.0
Complète,Temple,75003,2,1.0,1.0,1.0,100.0,0,,
Complète,Ménilmontant,75020,3,1.0,1.0,2.0,64.0,57,97.0,87.0
Complète,Entrepôt,75010,6,1.0,2.0,5.0,139.0,14,89.0,64.0
Complète,Louvre,75001,2,1.0,1.0,1.0,59.0,295,90.0,99.0
